5	4	2	3
3
4	20	100	10	15
500
2	1	118	592	6	(23,17),(26,13),(30,5),(44,9),(88,11),(114,19)
8	2	177	893	7	(40,15),(69,7),(92,19),(93,5),(113,8),(125,14),(164,12)
12	3	170	862	5	(43,11),(86,12),(130,10),(151,10),(154,19)
18	4	76	398	1	(25,8)
24	5	248	1264	8	(2,19),(6,17),(20,16),(44,17),(44,20),(69,19),(107,15),(158,15)
29	6	180	929	3	(25,7),(132,6),(164,18)
29	7	253	1294	4	(2,12),(44,6),(135,5),(170,15)
36	8	103	551	7	(16,15),(18,17),(23,13),(72,8),(76,16),(89,14),(101,15)
38	9	193	1003	6	(16,19),(20,8),(76,5),(95,5),(131,10),(162,6)
41	10	138	731	1	(134,9)
45	11	63	360	7	(8,9),(18,6),(23,6),(26,9),(35,18),(45,16),(52,14)
48	12	248	1288	6	(30,16),(140,16),(145,11),(178,15),(185,19),(214,18)
50	13	111	605	6	(3,18),(25,14),(45,6),(52,11),(72,10),(111,16)
52	14	205	1077	7	(5,12),(30,19),(40,14),(77,11),(88,11),(117,20),(124,12)
54	15	209	1099	8	(3,14),(34,12),(51,17),(111,8),(141,16),(167,13),(174,18),(177,7)
54	16	293	1519	10	(34,11),(42,10),(47,18),(107,5),(117,9),(195,15),(200,19),(206,5),(260,17),(290,9)
60	17	258	1350	2	(41,10),(111,13)
61	18	300	1561	4	(83,6),(105,5),(201,15),(210,17)
62	19	262	1372	4	(78,7),(184,16),(184,9),(236,11)
66	20	145	791	5	(13,20),(25,9),(29,8),(29,15),(49,10)
67	21	52	327	5	(3,17),(21,5),(26,6),(33,17),(36,10)
67	22	223	1182	1	(89,17)
73	23	35	248	10	(9,5),(12,19),(14,19),(17,18),(19,10),(22,15),(23,19),(25,12),(25,9),(30,17)
73	24	41	278	5	(15,18),(26,5),(27,20),(29,13),(36,11)
80	25	236	1260	5	(46,9),(116,17),(118,15),(165,9),(219,5)
85	26	295	1560	10	(28,12),(61,20),(90,8),(149,9),(157,16),(174,17),(193,14),(206,19),(250,17),(293,7)
86	27	197	1071	4	(128,14),(130,12),(150,17),(181,17)
89	28	149	834	8	(31,8),(43,14),(57,19),(72,17),(98,12),(98,7),(107,6),(138,9)
92	29	39	287	2	(8,11),(27,9)
94	30	262	1404	7	(104,15),(105,17),(121,18),(172,9),(201,18),(228,11),(234,19)
100	31	137	785	0	
106	32	269	1451	10	(33,5),(47,8),(74,12),(105,6),(118,11),(142,17),(146,7),(161,12),(170,11),(210,12)
108	33	196	1088	0	
109	34	108	649	4	(43,11),(53,15),(55,8),(83,19)
109	35	222	1219	4	(37,14),(68,12),(111,10),(195,13)
111	36	121	716	3	(29,13),(63,11),(109,16)
116	37	268	1456	7	(62,12),(74,19),(105,13),(137,8),(180,20),(225,11),(258,14)
119	38	216	1199	0	
125	39	48	365	9	(7,20),(9,15),(11,17),(11,13),(11,19),(14,20),(16,7),(28,18),(30,15)
126	40	281	1531	2	(22,9),(32,7)
131	41	262	1441	7	(95,9),(120,11),(126,9),(176,11),(207,7),(223,5),(244,14)
135	42	43	350	1	(30,10)
139	43	59	434	3	(2,15),(37,16),(51,7)
142	44	220	1242	8	(54,6),(81,5),(104,14),(115,8),(116,18),(123,17),(194,10),(213,16)
144	45	75	519	4	(18,11),(19,19),(46,20),(46,5)
146	46	51	401	8	(0,14),(5,7),(14,11),(23,11),(34,11),(35,5),(42,16),(48,7)
152	47	26	282	6	(9,16),(10,12),(14,5),(16,5),(24,19),(26,18)
154	48	140	854	7	(53,6),(53,19),(86,14),(107,18),(118,19),(130,12),(133,10)
158	49	12	218	4	(1,8),(2,14),(5,7),(8,18)
159	50	228	1299	7	(23,20),(35,17),(80,12),(117,7),(161,9),(178,15),(204,8)
159	51	133	824	1	(6,10)
161	52	69	506	0	
167	53	247	1402	4	(141,20),(231,13),(238,7),(238,9)
172	54	168	1012	7	(22,6),(27,5),(71,7),(74,10),(92,11),(112,11),(137,9)
179	55	164	999	8	(8,5),(21,17),(39,20),(53,17),(135,20),(152,20),(161,11),(163,6)
186	56	228	1326	1	(120,9)
189	57	257	1474	7	(35,6),(55,12),(103,15),(186,10),(202,19),(227,5),(228,20)
195	58	187	1130	5	(30,11),(84,9),(86,7),(161,16),(180,8)
200	59	296	1680	7	(6,20),(9,12),(19,18),(100,15),(105,17),(202,20),(233,12)
206	60	172	1066	8	(19,16),(28,19),(58,12),(78,5),(95,17),(124,9),(143,17),(145,9)
207	61	220	1307	6	(8,14),(57,14),(57,14),(103,14),(171,20),(196,10)
211	62	133	876	1	(125,13)
218	63	164	1038	1	(56,18)
218	64	88	658	3	(4,8),(17,18),(26,10)
219	65	219	1314	0	
222	66	240	1422	4	(42,5),(46,12),(153,20),(210,18)
224	67	10	274	5	(0,13),(5,10),(5,10),(6,20),(10,9)
230	68	184	1150	3	(11,8),(21,11),(114,15)
234	69	160	1034	6	(10,20),(34,13),(37,14),(42,12),(55,13),(60,20)
241	70	102	751	5	(23,11),(23,16),(38,9),(41,6),(69,15)
246	71	56	526	8	(5,6),(29,19),(34,11),(38,9),(44,19),(50,20),(54,19),(55,18)
251	72	84	671	5	(9,19),(19,13),(46,16),(46,17),(49,13)
253	73	106	783	4	(48,14),(48,12),(79,10),(97,10)
256	74	205	1281	8	(0,16),(28,18),(76,10),(84,18),(88,6),(98,15),(99,20),(110,8)
260	75	185	1185	5	(3,12),(125,5),(127,7),(131,9),(142,6)
267	76	53	532	0	
271	77	273	1636	8	(57,6),(79,5),(95,18),(96,18),(103,14),(174,9),(182,9),(209,6)
274	78	178	1164	4	(12,18),(119,20),(126,20),(174,8)
275	79	148	1015	0	
281	80	95	756	8	(0,8),(1,14),(7,14),(42,13),(57,6),(80,18),(83,8),(89,9)
282	81	30	432	9	(3,20),(4,15),(5,8),(6,5),(7,18),(8,7),(10,9),(13,19),(18,9)
282	82	12	342	3	(8,11),(12,5),(12,13)
289	83	169	1134	5	(13,6),(51,19),(107,20),(114,19),(152,8)
292	84	250	1542	6	(6,19),(30,5),(43,19),(191,17),(229,5),(237,6)
295	85	215	1370	3	(43,20),(174,16),(199,9)
299	86	145	1024	4	(2,6),(92,20),(118,13),(136,17)
302	87	274	1672	10	(20,14),(41,13),(91,11),(148,8),(153,16),(170,18),(226,10),(242,12),(250,6),(272,18)
304	88	123	919	5	(25,11),(42,20),(82,6),(101,19),(120,16)
307	89	201	1312	9	(0,10),(3,17),(12,9),(13,10),(59,6),(111,14),(141,9),(151,11),(173,20)
309	90	293	1774	10	(1,20),(37,5),(52,19),(106,14),(117,17),(160,5),(174,17),(182,10),(238,6),(284,7)
315	91	264	1635	0	
316	92	117	901	6	(41,9),(54,20),(67,14),(77,15),(92,17),(117,15)
319	93	28	459	0	
323	94	67	658	7	(5,20),(19,19),(48,18),(57,11),(65,5),(65,17),(65,20)
328	95	15	403	0	
329	96	10	379	1	(2,8)
335	97	58	625	4	(8,9),(28,15),(34,10),(47,18)
342	98	208	1382	5	(9,15),(11,5),(47,6),(153,14),(193,15)
347	99	185	1272	9	(7,14),(71,13),(81,9),(90,7),(92,17),(121,8),(137,8),(142,16),(146,11)
351	100	240	1551	2	(59,13),(213,20)
354	101	239	1549	1	(30,9)
357	102	111	912	4	(4,20),(17,18),(47,13),(94,17)
360	103	51	615	4	(7,11),(14,11),(18,18),(27,11)
361	104	165	1186	10	(0,7),(27,14),(54,14),(56,16),(70,17),(80,17),(102,5),(118,16),(139,16),(156,5)
368	105	168	1208	4	(16,13),(48,11),(135,5),(162,12)
375	106	49	620	6	(4,15),(15,13),(28,19),(34,12),(43,14),(44,13)
380	107	193	1345	6	(7,11),(66,20),(68,7),(114,15),(161,11),(187,14)
384	108	288	1824	6	(20,14),(45,5),(97,12),(118,16),(210,13),(229,5)
388	109	37	573	10	(0,5),(0,18),(4,13),(8,16),(15,18),(17,5),(22,8),(28,9),(31,14),(36,6)
392	110	281	1797	4	(94,18),(152,19),(176,8),(270,11)
399	111	39	594	7	(0,6),(5,10),(6,14),(11,11),(25,13),(26,11),(33,10)
402	112	88	842	0	
407	113	115	982	7	(1,9),(44,6),(58,15),(69,18),(78,9),(79,17),(104,20)
409	114	139	1104	3	(65,20),(112,9),(120,6)
409	115	289	1854	0	
416	116	234	1586	1	(176,20)
422	117	194	1392	7	(35,20),(80,19),(91,19),(110,18),(136,10),(179,15),(182,8)
423	118	67	758	1	(3,14)
428	119	12	488	7	(0,11),(2,13),(7,13),(8,5),(8,19),(11,6),(12,15)
428	120	88	868	1	(18,14)
431	121	72	791	1	(68,18)
438	122	75	813	2	(17,5),(59,19)
442	123	140	1142	10	(3,10),(8,11),(10,19),(14,17),(50,16),(56,7),(103,10),(105,17),(113,12),(135,17)
446	124	223	1561	1	(100,5)
449	125	55	724	6	(0,19),(4,13),(17,6),(25,12),(38,5),(49,16)
451	126	223	1566	8	(30,19),(107,10),(111,5),(139,16),(153,6),(168,7),(203,6),(208,5)
455	127	110	1005	7	(15,18),(16,13),(26,8),(33,7),(39,14),(55,8),(61,9)
455	128	196	1435	8	(41,8),(75,12),(83,10),(104,9),(120,18),(158,18),(170,19),(178,17)
459	129	109	1004	7	(1,8),(2,15),(22,20),(36,19),(43,18),(47,13),(89,8)
464	130	49	709	9	(0,10),(5,5),(9,11),(21,17),(22,18),(33,14),(35,17),(36,17),(44,9)
467	131	179	1362	1	(171,19)
472	132	289	1917	9	(72,19),(112,19),(156,5),(169,20),(180,10),(190,15),(207,8),(220,10),(285,14)
479	133	95	954	5	(24,14),(28,14),(58,6),(61,18),(70,16)
483	134	174	1353	6	(28,9),(42,12),(69,5),(115,8),(156,19),(171,12)
489	135	148	1229	7	(2,13),(5,18),(29,15),(33,14),(64,18),(92,9),(117,18)
496	136	44	716	9	(0,9),(9,14),(19,20),(25,9),(28,14),(31,19),(32,13),(34,19),(38,17)
496	137	136	1176	8	(2,17),(19,13),(32,16),(37,12),(59,14),(73,10),(93,16),(98,18)
500	138	113	1065	10	(18,15),(51,17),(54,6),(55,13),(73,12),(74,10),(75,16),(87,17),(106,18),(108,19)
504	139	117	1089	6	(3,13),(4,20),(57,9),(83,8),(83,5),(103,5)
508	140	262	1818	10	(37,11),(42,9),(47,7),(54,18),(106,6),(143,11),(163,6),(193,12),(214,18),(242,18)
508	141	175	1383	4	(13,10),(14,15),(21,20),(22,11)
513	142	56	793	10	(5,5),(6,10),(8,20),(11,11),(22,9),(25,5),(26,12),(36,11),(40,8),(43,7)
518	143	64	838	1	(61,14)
524	144	231	1679	0	
524	145	208	1564	10	(57,6),(66,15),(89,15),(99,16),(104,20),(106,7),(116,16),(146,9),(172,13),(184,9)
528	146	275	1903	7	(19,17),(54,12),(73,5),(88,10),(208,5),(208,18),(246,14)
532	147	273	1897	9	(0,14),(71,18),(116,17),(121,8),(145,12),(171,12),(199,16),(246,17),(272,16)
532	148	69	877	1	(62,8)
538	149	135	1213	8	(2,16),(3,13),(31,11),(36,17),(71,9),(73,16),(89,12),(126,13)
539	150	217	1624	4	(50,12),(73,20),(116,11),(181,9)
542	151	167	1377	3	(3,19),(69,5),(122,5)
547	152	263	1862	8	(6,13),(94,9),(97,19),(100,13),(141,11),(158,7),(207,15),(220,10)
548	153	239	1743	6	(2,8),(57,20),(81,5),(136,7),(155,10),(166,18)
554	154	88	994	10	(5,19),(6,12),(9,18),(13,14),(20,12),(39,7),(48,5),(50,10),(71,12),(71,15)
558	155	223	1673	10	(23,9),(54,8),(62,14),(75,18),(77,8),(139,8),(153,18),(162,8),(171,13),(211,5)
565	156	283	1980	5	(28,16),(103,11),(103,12),(121,16),(163,12)
567	157	51	822	10	(3,13),(13,5),(20,9),(20,18),(24,17),(27,6),(40,8),(43,11),(46,6),(51,20)
574	158	220	1674	3	(18,11),(24,18),(150,19)
581	159	72	941	8	(14,7),(22,11),(29,9),(35,17),(43,14),(55,12),(62,12),(65,18)
581	160	105	1106	5	(1,11),(14,17),(56,6),(63,16),(81,9)
588	161	137	1273	0	
593	162	288	2033	2	(68,11),(264,16)
595	163	56	875	5	(7,16),(11,7),(25,10),(53,13),(56,20)
601	164	133	1266	7	(5,12),(7,17),(20,13),(78,16),(82,5),(113,16),(122,6)
606	165	60	906	3	(42,5),(45,8),(47,18)
610	166	109	1155	3	(17,10),(97,11),(108,13)
611	167	234	1781	5	(14,8),(74,20),(101,15),(118,18),(141,10)
611	168	121	1216	5	(34,20),(50,11),(58,12),(106,15),(117,8)
